Year,State,Metric Name,Metric Value,Unit,Rank
2023,Alabama,CO2 Equivalent Emissions From Lost NG,252.4554794842532,thousand metric tons,13.0
2023,Alaska,CO2 Equivalent Emissions From Lost NG,7.4905263041613015,thousand metric tons,2.0
2023,Arizona,CO2 Equivalent Emissions From Lost NG,298.9642100622086,thousand metric tons,20.0
2023,Arkansas,CO2 Equivalent Emissions From Lost NG,815.4538687031428,thousand metric tons,36.0
2023,California,CO2 Equivalent Emissions From Lost NG,5079.735967346499,thousand metric tons,47.0
2023,Colorado,CO2 Equivalent Emissions From Lost NG,469.32520050981725,thousand metric tons,23.0
2023,Connecticut,CO2 Equivalent Emissions From Lost NG,542.5508350710655,thousand metric tons,28.0
2023,Delaware,CO2 Equivalent Emissions From Lost NG,293.25250728469763,thousand metric tons,19.0
2023,District of Columbia,CO2 Equivalent Emissions From Lost NG,130.89882332620655,thousand metric tons,9.0
2023,Florida,CO2 Equivalent Emissions From Lost NG,805.3255715052437,thousand metric tons,35.0
2023,Georgia,CO2 Equivalent Emissions From Lost NG,187.8980802036661,thousand metric tons,12.0
2023,Hawaii,CO2 Equivalent Emissions From Lost NG,,thousand metric tons,
2023,Idaho,CO2 Equivalent Emissions From Lost NG,94.26352926543153,thousand metric tons,7.0
2023,Illinois,CO2 Equivalent Emissions From Lost NG,1993.4002445834963,thousand metric tons,45.0
2023,Indiana,CO2 Equivalent Emissions From Lost NG,673.3107110290669,thousand metric tons,32.0
2023,Iowa,CO2 Equivalent Emissions From Lost NG,639.2752931252464,thousand metric tons,31.0
2023,Kansas,CO2 Equivalent Emissions From Lost NG,277.2100305294159,thousand metric tons,17.0
2023,Kentucky,CO2 Equivalent Emissions From Lost NG,733.5124446817407,thousand metric tons,33.0
2023,Louisiana,CO2 Equivalent Emissions From Lost NG,5314.630951501975,thousand metric tons,48.0
2023,Maine,CO2 Equivalent Emissions From Lost NG,134.15517007037744,thousand metric tons,10.0
2023,Maryland,CO2 Equivalent Emissions From Lost NG,456.2173367530759,thousand metric tons,22.0
2023,Massachusetts,CO2 Equivalent Emissions From Lost NG,1984.1260650313297,thousand metric tons,44.0
2023,Michigan,CO2 Equivalent Emissions From Lost NG,1420.4942392809157,thousand metric tons,42.0
2023,Minnesota,CO2 Equivalent Emissions From Lost NG,741.2452000876931,thousand metric tons,34.0
